Wed Mar 09 07:06:39 +0000 2011	GTM_CrimeBoss	scored	334		help from 4 Freeze Bananas	
Wed Mar 09 07:07:04 +0000 2011	calvin_hlm22	scored	546		help from 2 Score x2 Bananas	
Wed Mar 09 07:08:22 +0000 2011	GTM_CrimeBoss	scored	301		help from 3 Freeze Bananas	
Wed Mar 09 07:15:30 +0000 2011	GTM_CrimeBoss	scored	390		help from 2 Frenzy Bananas	
Wed Mar 09 07:17:24 +0000 2011	Hanif_Ali	scored	207	iPhone	a juicy 6 orange combo	
Wed Mar 09 07:25:20 +0000 2011	da_frazman	scored	227	iPhone	a luscious 6 fruit combo	
Wed Mar 09 07:27:41 +0000 2011	GTM_CrimeBoss	scored	310		help from a Frenzy Banana	
Wed Mar 09 07:28:38 +0000 2011	NinjaBoys1	sliced	6	iPhone		3 delicious limes
Wed Mar 09 07:29:45 +0000 2011	GTM_CrimeBoss	scored	337		help from 4 Freeze Bananas	
Wed Mar 09 07:30:26 +0000 2011	NinjaBoys1	sliced	1	iPhone		
Wed Mar 09 07:33:04 +0000 2011	GTM_CrimeBoss	scored	332		help from 4 Freeze Bananas	
Wed Mar 09 07:34:14 +0000 2011	burakentrk	scored	454		help from 4 Freeze Bananas	
Wed Mar 09 07:36:04 +0000 2011	GTM_CrimeBoss	scored	398		help from 3 Frenzy Bananas	
Wed Mar 09 07:37:36 +0000 2011	toohottohandal	scored	221		help from 2 Score x2 Bananas	
Wed Mar 09 07:43:58 +0000 2011	corkeyy	scored	228		help from a Frenzy Banana	
Wed Mar 09 07:55:44 +0000 2011	timothystringer	scored	548		help from 3 Freeze Bananas	
Wed Mar 09 07:57:26 +0000 2011	goldfishwan	scored	225	iPhone	a luscious 6 banana combo	
Wed Mar 09 08:01:05 +0000 2011	jamiehee	scored	304	iPhone		
Wed Mar 09 08:04:23 +0000 2011	popcornner	scored	192	iPhone	a delicious 5 apple combo	
Wed Mar 09 08:08:08 +0000 2011	betwind	scored	896		help from 3 Score x2 Bananas	
Fri Mar 11 13:46:15 +0000 2011	peethanut	scored	500		help from 2 Freeze Bananas	
Fri Mar 11 13:51:34 +0000 2011	xSecondStar	sliced	453	iPhone		28 luscious oranges
Fri Mar 11 13:55:15 +0000 2011	KristineX0325	scored	732		help from 3 Freeze Bananas	
Fri Mar 11 13:58:11 +0000 2011	xSecondStar	sliced	289	iPhone		24 delicious watermelons
Fri Mar 11 14:00:14 +0000 2011	xSecondStar	scored	221	iPhone	a tasty 6 pear combo	
Fri Mar 11 14:01:03 +0000 2011	lestranged	sliced	105	iPhone		11 juicy kiwifruits
Fri Mar 11 14:01:24 +0000 2011	IMRI_	scored	661		help from 2 Freeze Bananas	
Fri Mar 11 14:02:00 +0000 2011	xSecondStar	scored	211	iPhone	a lush 5 fruit combo	
Fri Mar 11 14:03:43 +0000 2011	xSecondStar	scored	228	iPhone	a juicy 5 fruit combo	
Fri Mar 11 14:05:11 +0000 2011	henryswatts	scored	695	iPhone		
Fri Mar 11 14:06:12 +0000 2011	MrKuRiZMa	scored	456		help from 2 Frenzy Bananas	
Fri Mar 11 14:07:50 +0000 2011	xSecondStar	scored	217	iPhone	a succulent 6 fruit combo	
Fri Mar 11 14:30:29 +0000 2011	xSecondStar	sliced	256	iPhone		18 delicious pineapples
Fri Mar 11 14:34:53 +0000 2011	xSecondStar	sliced	358	iPhone		24 juicy pears
Fri Mar 11 14:37:06 +0000 2011	MrKuRiZMa	scored	534		help from 2 Frenzy Bananas	
Fri Mar 11 14:39:34 +0000 2011	daniaricci	sliced	143	iPad		14 succulent red apples
Fri Mar 11 14:42:31 +0000 2011	iAmJebricai	scored	461		help from 3 Freeze Bananas	
Fri Mar 11 15:01:08 +0000 2011	malukulicious	scored	669	iPhone		
Fri Mar 11 15:01:48 +0000 2011	Warhawk_365	scored	253		help from 2 Frenzy Bananas	
Fri Mar 11 15:05:18 +0000 2011	JaEFAI1	sliced	44	iPhone		4 succulent oranges
Fri Mar 11 15:10:16 +0000 2011	KillerProdigy	scored	214	iPhone	a lush 6 watermelon combo	
Fri Mar 11 15:11:30 +0000 2011	fazasalleh	scored	240	iPhone	a succulent 5 LEMON combo	
Fri Mar 11 15:11:31 +0000 2011	Eli123xoxo	sliced	10	iPhone		2 lush watermelons
Fri Mar 11 15:11:37 +0000 2011	BigDaddyTyrie	scored	623		help from 4 Freeze Bananas	
Fri Mar 11 15:12:53 +0000 2011	Eli123xoxo	sliced	43	iPhone		3 lush lemons
Fri Mar 11 15:14:10 +0000 2011	Sherlynkoe	scored	237	iPhone	a tasty 6 fruit combo	
Fri Mar 11 15:14:41 +0000 2011	Drmr_Kyu	sliced	282	iPhone		21 delicious limes
Fri Mar 11 15:18:39 +0000 2011	johnatancwb	scored	617	iPhone		
Fri Mar 11 15:19:41 +0000 2011	Monodi	sliced	99	iPhone		10 lush mangoes
Fri Mar 11 15:24:46 +0000 2011	foreigner2626	scored	622		help from 4 Frenzy Bananas	
Fri Mar 11 15:26:30 +0000 2011	myxomopdrbz	sliced	141	iPhone		10 tasty watermelons
Fri Mar 11 15:39:38 +0000 2011	zzsuperman	scored	206	iPhone	a tasty 5 fruit combo	
Fri Mar 11 15:42:30 +0000 2011	breeves002	scored	480		help from 2 Score x2 Bananas	
Fri Mar 11 15:43:18 +0000 2011	daniaricci	sliced	151	iPad		12 delicious red apples
Fri Mar 11 15:50:40 +0000 2011	lilcow14	scored	94		help from a Score x2 Banana	
Fri Mar 11 15:52:34 +0000 2011	Bstouff	sliced	229	iPhone		15 delicious mangoes
Fri Mar 11 15:57:53 +0000 2011	tuinhek	scored	586		help from 3 Freeze Bananas	
Fri Mar 11 15:59:59 +0000 2011	chance_bowen	sliced	62	iPhone		4 juicy pineapples
Fri Mar 11 16:07:03 +0000 2011	poopela	sliced	23	iPhone		3 juicy kiwifruits
Fri Mar 11 16:12:23 +0000 2011	tvallis	sliced	76	iPhone		10 delicious kiwifruits
Fri Mar 11 16:13:32 +0000 2011	Coourtt4	sliced	449	iPhone		29 juicy oranges
Fri Mar 11 16:25:24 +0000 2011	weichen23	scored	691		help from 2 Frenzy Bananas	
Fri Mar 11 16:26:18 +0000 2011	Didierrmau5	scored	532		help from 2 Frenzy Bananas	
Fri Mar 11 16:34:46 +0000 2011	raafaharaujoo	sliced	75	iPhone		5 luscious limes
Fri Mar 11 16:36:38 +0000 2011	my_Park_	scored	387	iPhone		
Fri Mar 11 16:40:12 +0000 2011	my_Park_	scored	509	iPhone		
Fri Mar 11 16:41:45 +0000 2011	RodrigoGras	sliced	80	iPhone		6 delicious apples
Fri Mar 11 16:46:33 +0000 2011	GugaPeroba	scored	326		help from 2 Score x2 Bananas	
Fri Mar 11 16:49:18 +0000 2011	qyiphone	scored	222	iPhone	a lush 5 fruit combo	
Fri Mar 11 16:52:34 +0000 2011	bubbLycreashunz	sliced	442	iPhone		27 luscious red apples
Fri Mar 11 17:04:01 +0000 2011	wilgelm	sliced	139	iPad		11 lush watermelons
Fri Mar 11 17:07:44 +0000 2011	SAELvolcomstone	sliced	321	iPhone		24 luscious apples
Fri Mar 11 17:09:27 +0000 2011	VanillaVillain	sliced	22	iPhone		4 delicious mangoes
Fri Mar 11 17:09:30 +0000 2011	taitun	scored	323		help from 2 Score x2 Bananas	
Fri Mar 11 17:11:31 +0000 2011	DeliciousFuzz	scored	252		help from a Freeze Banana	
Fri Mar 11 17:13:01 +0000 2011	taitun	scored	328		help from 2 Frenzy Bananas	
Fri Mar 11 17:13:41 +0000 2011	VanillaVillain	scored	157		help from a Frenzy Banana	
Fri Mar 11 17:18:11 +0000 2011	Drmr_Kyu	sliced	14	iPhone		4 lush mangoes
Fri Mar 11 17:19:00 +0000 2011	vi320	scored	269		help from a Freeze Banana	
Fri Mar 11 17:19:51 +0000 2011	nl14yasuki	scored	236		help from a Freeze Banana	
Fri Mar 11 17:23:30 +0000 2011	nl14yasuki	scored	273		help from a Frenzy Banana	
Fri Mar 11 17:30:58 +0000 2011	AlexR1ce	scored	707		help from 4 Frenzy Bananas	
Fri Mar 11 17:33:41 +0000 2011	reggie508	scored	797		help from 3 Freeze Bananas	
Fri Mar 11 17:34:57 +0000 2011	vanbaale12	sliced	131	iPhone		10 succulent limes
Fri Mar 11 17:35:15 +0000 2011	Hiuskey	scored	208	iPhone	a juicy 6 fruit combo	
Fri Mar 11 17:44:35 +0000 2011	JackSweeneyNET	sliced	462	iPhone		24 tasty pears
Fri Mar 11 17:44:38 +0000 2011	taitun	scored	385		help from 3 Freeze Bananas	
Fri Mar 11 17:51:03 +0000 2011	carlinmack	scored	291		help from 2 Freeze Bananas	
Fri Mar 11 17:51:20 +0000 2011	yojanayezzio	scored	210	iPhone	a luscious 6 LEMON combo	
Fri Mar 11 17:54:54 +0000 2011	Sweetmayumijane	scored	295		help from a Score x2 Banana	
Fri Mar 11 17:58:55 +0000 2011	TinaTranT	scored	201		help from 2 Score x2 Bananas	
Fri Mar 11 18:00:18 +0000 2011	ayhaze	scored	858		help from 3 Frenzy Bananas	
Fri Mar 11 18:01:25 +0000 2011	utevisje	scored	739		help from 2 Freeze Bananas	
Fri Mar 11 18:07:45 +0000 2011	Pulse_apk	sliced	341	iPhone		25 delicious APPLES
Fri Mar 11 18:12:31 +0000 2011	foreigner2626	scored	527		help from 2 Score x2 Bananas	
Fri Mar 11 18:13:50 +0000 2011	Sweetmayumijane	sliced	232	iPhone		15 succulent limes
Fri Mar 11 18:20:19 +0000 2011	Sweetmayumijane	scored	265		help from 2 Score x2 Bananas	
Fri Mar 11 18:22:07 +0000 2011	Sweetmayumijane	scored	439		help from 3 Frenzy Bananas	
Fri Mar 11 18:29:55 +0000 2011	SimonvdEijkel	scored	200	iPhone	a lush 5 fruit combo	
Fri Mar 11 18:35:55 +0000 2011	llebecire	sliced	325	iPhone		24 luscious red apples
Fri Mar 11 18:42:47 +0000 2011	weichen23	scored	762		help from 3 Freeze Bananas	
Fri Mar 11 18:43:43 +0000 2011	Systemcrush	scored	556		help from 3 Frenzy Bananas	
Fri Mar 11 18:47:29 +0000 2011	nic1029	sliced	282	iPad		20 lush pineapples
Fri Mar 11 18:50:58 +0000 2011	taybgibb	scored	218	iPhone	a delicious 6 fruit combo	
Fri Mar 11 18:55:15 +0000 2011	DracoT850	sliced	426	iPhone		27 lush pineapples
Fri Mar 11 19:04:01 +0000 2011	taybgibb	sliced	269	iPhone		26 juicy apples
Fri Mar 11 19:05:03 +0000 2011	skyhighkenz	scored	691		help from 2 Frenzy Bananas	
Fri Mar 11 19:09:24 +0000 2011	txusko	scored	833		help from 3 Frenzy Bananas	
Fri Mar 11 19:13:59 +0000 2011	bark_endeavour	scored	575		help from a Score x2 Banana	
Fri Mar 11 19:17:23 +0000 2011	Ellay123	scored	273		help from 2 Frenzy Bananas	
Fri Mar 11 19:18:31 +0000 2011	MrKuRiZMa	scored	622		help from 3 Score x2 Bananas	
Fri Mar 11 19:20:08 +0000 2011	AlexChevarie	scored	307		help from 2 Frenzy Bananas	
Fri Mar 11 19:20:33 +0000 2011	ThomHoops	scored	581		help from 2 Freeze Bananas	
Fri Mar 11 19:22:10 +0000 2011	DuRuGuRuHuRu	scored	202	iPhone	a tasty 5 APPLE combo	
Fri Mar 11 19:24:40 +0000 2011	TCOCJulian	scored	385		help from 3 Freeze Bananas	
Fri Mar 11 19:28:36 +0000 2011	Nad404	sliced	118	iPad		12 delicious kiwifruits
Fri Mar 11 19:32:25 +0000 2011	tmousoulides	scored	324	iPhone		
Fri Mar 11 19:36:04 +0000 2011	tmousoulides	scored	199	iPhone	a succulent 5 LEMON combo	
Fri Mar 11 19:37:03 +0000 2011	xhinobi	sliced	177	iPhone		13 lush mangoes
Fri Mar 11 19:43:55 +0000 2011	SimsCollection	scored	334		help from 3 Freeze Bananas	
Fri Mar 11 19:46:43 +0000 2011	datesss	scored	231	iPhone	a tasty 6 fruit combo	
Fri Mar 11 19:47:57 +0000 2011	DJ_Magic75	scored	188	iPhone	a delicious 6 orange combo	
Fri Mar 11 19:48:25 +0000 2011	simoalex	scored	594		help from 2 Score x2 Bananas	
Fri Mar 11 19:50:45 +0000 2011	Cas3man	scored	338		help from 2 Freeze Bananas	
Fri Mar 11 19:51:00 +0000 2011	xhinobi	sliced	258	iPhone		18 lush limes
Fri Mar 11 19:54:46 +0000 2011	DJ_Magic75	sliced	50	iPhone		6 tasty watermelons
Fri Mar 11 19:59:22 +0000 2011	rizkikok	scored	456	iPhone		
Fri Mar 11 20:00:44 +0000 2011	DJ_Magic75	scored	255		help from 2 Score x2 Bananas	
Fri Mar 11 20:03:22 +0000 2011	rizkikok	scored	403	iPhone		
Fri Mar 11 20:06:27 +0000 2011	rizkikok	scored	480	iPhone		
Fri Mar 11 20:06:58 +0000 2011	annathegreat123	sliced	308	iPad		22 succulent bananas
Fri Mar 11 20:10:39 +0000 2011	rizkikok	scored	469	iPhone		
Fri Mar 11 20:16:34 +0000 2011	Titan38	sliced	273	iPhone		20 lush pineapples
Fri Mar 11 20:17:07 +0000 2011	rizkikok	scored	432	iPhone		
Fri Mar 11 20:18:38 +0000 2011	rizkikok	scored	435	iPhone		
Fri Mar 11 20:19:03 +0000 2011	_KaizerSoze	scored	376		help from 3 Frenzy Bananas	
Fri Mar 11 20:24:34 +0000 2011	robnharkness	scored	1000		help from 3 Frenzy Bananas	
Fri Mar 11 20:24:38 +0000 2011	gurprit_k_saini	sliced	125	iPhone		10 lush pears
Fri Mar 11 20:29:46 +0000 2011	Andrew1909	sliced	69	iPhone		7 delicious strawberries
Fri Mar 11 20:29:51 +0000 2011	Coupedeville60	scored	331		help from 2 Frenzy Bananas	
Fri Mar 11 20:32:43 +0000 2011	rizkikok	scored	567	iPhone		
Fri Mar 11 20:38:07 +0000 2011	Fischtastic53	scored	719		help from 4 Freeze Bananas	
Fri Mar 11 20:56:15 +0000 2011	Kiranpreet_Kaur	sliced	123	iPhone		9 succulent mangoes
Fri Mar 11 20:56:45 +0000 2011	ChrisBastelaar	scored	546		help from 2 Freeze Bananas	
Fri Mar 11 20:57:20 +0000 2011	MorenoMancin	sliced	6	iPad		3 juicy watermelons
Fri Mar 11 21:04:54 +0000 2011	capetene	scored	213	iPhone	a tasty 6 fruit combo	
Fri Mar 11 21:14:12 +0000 2011	marcvdlogt	scored	605		help from 3 Freeze Bananas	
Fri Mar 11 21:14:52 +0000 2011	BarbaraBom	scored	529		help from 4 Freeze Bananas	
Mon Mar 14 06:50:46 +0000 2011	NELSONRKO	scored	251		help from 2 Frenzy Bananas	
Mon Mar 14 09:21:21 +0000 2011	Mau_Hime	scored	205	iPhone		
Mon Mar 14 20:32:47 +0000 2011	mtal13	sliced	167	iPhone		12 lush mangoes
Mon Feb 07 20:30:14 +0000 2011	ChaudMasterFlex	sliced	474	iPhone		34 lush STRAWBERRIES
Mon Feb 07 20:39:25 +0000 2011	Cat_a_Meringue	scored	233	iPad	a succulent 5 fruit combo	
Mon Feb 07 20:41:29 +0000 2011	fe_felipe	sliced	197	iPhone		18 luscious LIMES
Mon Feb 07 21:24:10 +0000 2011	Axeluno	scored	205	iPad	a juicy 6 lemon combo	
Thu Mar 03 17:01:14 +0000 2011	AwwD11	scored	411		help from 4 Freeze Bananas	
Thu Mar 03 17:02:50 +0000 2011	AwwD11	scored	475		help from 3 Score x2 Bananas	
Thu Mar 03 21:32:44 +0000 2011	Alex_o9	sliced	161	iPhone		16 tasty oranges
Thu Mar 03 21:49:34 +0000 2011	timothystringer	scored	212	iPhone	a tasty 6 fruit combo	
Thu Mar 03 21:51:41 +0000 2011	francozadu	scored	619		help from 2 Score x2 Bananas	
Thu Mar 03 21:55:32 +0000 2011	mal6586	scored	398		help from 2 Freeze Bananas	
Thu Mar 03 21:55:57 +0000 2011	viniluni	sliced	382	iPhone		19 luscious pineapples
Thu Mar 03 21:59:37 +0000 2011	mal6586	scored	505		help from 4 Freeze Bananas	
Thu Mar 03 22:01:30 +0000 2011	Bookie_15	sliced	112	iPhone		13 tasty red apples
Thu Mar 03 22:02:20 +0000 2011	MarcioValle	scored	244		help from 2 Frenzy Bananas	
Thu Mar 03 22:32:02 +0000 2011	BrandonMH1	scored	218	iPad	a luscious 6 mango combo	
Sat Mar 05 03:38:47 +0000 2011	GTM_CrimeBoss	scored	270		help from 2 Frenzy Bananas	
Sat Mar 05 04:06:55 +0000 2011	GTM_CrimeBoss	scored	282		help from 3 Freeze Bananas	
Sat Mar 05 04:09:34 +0000 2011	mavedark	sliced	60	iPhone		7 juicy mangoes
Sat Mar 05 04:12:10 +0000 2011	mavedark	sliced	81	iPhone		6 lush bananas
Sat Mar 05 04:19:07 +0000 2011	GTM_CrimeBoss	scored	242		help from a Freeze Banana	
Sat Mar 05 04:19:35 +0000 2011	bossray15	sliced	385	iPad		25 succulent apples
Sat Mar 05 05:56:20 +0000 2011	zhiang5791	scored	92		help from a Score x2 Banana	
Sat Mar 05 06:00:59 +0000 2011	zhiang5791	scored	225		help from 2 Frenzy Bananas	
Sat Mar 05 06:02:44 +0000 2011	danielideriba	scored	367		help from 2 Frenzy Bananas	
Sat Mar 05 06:28:59 +0000 2011	volodarius	scored	321		help from 2 Score x2 Bananas	
Sat Mar 05 07:57:57 +0000 2011	leegoco	sliced	43	iPhone		4 succulent bananas
Sat Mar 05 08:46:28 +0000 2011	sunkydeng	scored	231	iPhone	a luscious 6 fruit combo	
Sat Mar 05 08:46:56 +0000 2011	some_guy97	sliced	248	iPhone		19 luscious plums
Sat Mar 05 08:46:56 +0000 2011	doreznik	scored	295	iPhone	a delicious 6 lemon combo	
Sat Mar 05 09:09:57 +0000 2011	18991989	sliced	600	iPhone		33 delicious oranges
Sat Mar 05 09:13:28 +0000 2011	hayho95	sliced	396	iPhone		27 tasty oranges
Sat Mar 05 09:20:06 +0000 2011	koen26	scored	266		help from 3 Frenzy Bananas	
Sat Mar 05 09:22:19 +0000 2011	Rychi	scored	497		help from 2 Score x2 Bananas	
Sat Mar 05 09:25:44 +0000 2011	Nils2206	sliced	328	iPhone		25 juicy apples
Sat Mar 05 09:25:53 +0000 2011	bestone82	sliced	244	iPhone		20 juicy lemons
Sat Mar 05 09:32:25 +0000 2011	pedrocs	scored	238	iPhone	a lush 5 pineapple combo	
Sat Mar 05 09:33:24 +0000 2011	maxRLT	scored	290	iPhone		
Sat Mar 05 09:34:16 +0000 2011	crays	scored	405		help from 3 Score x2 Bananas	
Sat Mar 05 10:14:42 +0000 2011	Rychi	scored	461		help from 4 Frenzy Bananas	
Sat Mar 05 10:49:54 +0000 2011	kolbaszhun	scored	205	iPhone	a tasty 5 strawberry combo	
Sat Mar 05 10:52:41 +0000 2011	Rychi	scored	404		help from a Freeze Banana	
Sat Mar 05 10:55:01 +0000 2011	MaxBastiaens	scored	497		help from 2 Freeze Bananas	
Sat Mar 05 12:27:41 +0000 2011	jayoandrews	sliced	36	iPhone		6 tasty plums
Sat Mar 05 12:41:12 +0000 2011	Ravinsoul	scored	245		help from 3 Freeze Bananas	
Sat Mar 05 12:49:49 +0000 2011	rowanlm77	scored	24		help from a Score x2 Banana	
Sat Mar 05 13:24:17 +0000 2011	s_tay_zy	scored	178		help from 2 Freeze Bananas	
Sat Mar 05 13:30:46 +0000 2011	er7940135	scored	284		help from 2 Frenzy Bananas	
Sat Mar 05 13:40:54 +0000 2011	Yorioto	scored	275	iPhone	a luscious 6 pear combo	
Sat Mar 05 13:46:34 +0000 2011	18991989	scored	549		help from 3 Freeze Bananas	
Sat Mar 05 13:50:10 +0000 2011	Amamphersanda	scored	285		help from a Frenzy Banana	
Sat Mar 05 13:52:40 +0000 2011	sandikidop	scored	377	iPhone		
Sat Mar 05 13:55:18 +0000 2011	sandikidop	scored	457	iPhone		
Sat Mar 05 13:57:21 +0000 2011	sandikidop	scored	543	iPhone		
Sat Mar 05 13:57:31 +0000 2011	fzxiiq	sliced	99	iPhone		8 juicy watermelons
Sat Mar 05 14:01:55 +0000 2011	noudeveldhuis	scored	520		help from 2 Frenzy Bananas	
Sat Mar 05 14:21:50 +0000 2011	foreigner2626	scored	361		help from 2 Score x2 Bananas	
Sat Mar 05 14:23:41 +0000 2011	foreigner2626	scored	330		help from 2 Freeze Bananas	
Sat Mar 05 14:25:02 +0000 2011	foreigner2626	scored	201		help from a Score x2 Banana	
Sat Mar 05 14:27:57 +0000 2011	AnGie_Gie	sliced	242	iPhone		18 luscious KIWIFRUITS
Sat Mar 05 14:31:37 +0000 2011	CarsonBlueFire	scored	180	iPhone	a succulent 4 red apple combo	
Sat Mar 05 14:31:51 +0000 2011	nicolassolism	scored	282		help from a Score x2 Banana	
Sat Mar 05 14:32:23 +0000 2011	foreigner2626	scored	432		help from 3 Freeze Bananas	
Sat Mar 05 14:45:57 +0000 2011	foreigner2626	scored	586		help from 3 Freeze Bananas	
Sat Mar 05 14:46:13 +0000 2011	3motoS	scored	412		help from a Frenzy Banana	
Sat Mar 05 15:26:57 +0000 2011	zy041225	scored	423		help from a Score x2 Banana	
Sat Mar 05 15:50:26 +0000 2011	er7940135	sliced	0	iPhone		
Sat Mar 05 16:41:52 +0000 2011	iCyphex	scored	425		help from 2 Freeze Bananas	
Sat Mar 05 16:51:14 +0000 2011	GTM_CrimeBoss	scored	419		help from 3 Frenzy Bananas	
Sat Mar 05 17:31:18 +0000 2011	rmantis	scored	182	iPhone	a succulent 6 pear combo	
Sat Mar 05 17:54:20 +0000 2011	_il0veU_	sliced	62	iPad		11 lush kiwifruits
Sat Mar 05 17:56:08 +0000 2011	pinknluna	sliced	79	iPad		7 luscious plums
Sat Mar 05 17:57:11 +0000 2011	ntz83	scored	512	iPhone		
Sat Mar 05 17:57:45 +0000 2011	GraboBob	scored	289		help from 2 Frenzy Bananas	
Sat Mar 05 17:59:20 +0000 2011	Footfoot22	scored	236		help from a Freeze Banana	
Sat Mar 05 18:02:54 +0000 2011	xelygarcia	sliced	23	iPhone		3 tasty kiwifruits
Sat Mar 05 18:03:44 +0000 2011	dinosaurtime	scored	645		help from 2 Frenzy Bananas	
Sat Mar 05 18:04:03 +0000 2011	xelygarcia	sliced	47	iPhone		8 luscious plums
Sat Mar 05 18:05:14 +0000 2011	xelygarcia	sliced	29	iPhone		6 tasty watermelons
Sat Mar 05 18:06:33 +0000 2011	xelygarcia	sliced	64	iPhone		7 tasty strawberries
Sat Mar 05 18:09:11 +0000 2011	xelygarcia	sliced	125	iPhone		11 delicious plums
Sat Mar 05 18:12:40 +0000 2011	xelygarcia	sliced	125	iPhone		12 succulent pears
Sat Mar 05 18:18:03 +0000 2011	xelygarcia	sliced	125	iPhone		9 tasty apples
Sat Mar 05 18:26:30 +0000 2011	FranciscoPipe	scored	393		help from 3 Freeze Bananas	
Sat Mar 05 18:26:51 +0000 2011	sahilchaddha	sliced	269	iPad		20 succulent mangoes
Sat Mar 05 18:35:54 +0000 2011	giner8bean	sliced	237	iPhone		19 succulent pears
Sat Mar 05 18:36:52 +0000 2011	mfleck17	scored	350		help from 2 Freeze Bananas	
Sat Mar 05 18:37:57 +0000 2011	MostxWanted	scored	516		help from 3 Freeze Bananas	
Sat Mar 05 18:39:59 +0000 2011	mfleck17	scored	254		help from 2 Freeze Bananas	
Sat Mar 05 18:41:06 +0000 2011	Systemcrush	scored	558		help from 3 Freeze Bananas	
Sat Mar 05 18:43:06 +0000 2011	tracietienvo	sliced	218	iPhone		16 delicious plums
Sat Mar 05 18:43:23 +0000 2011	mfleck17	scored	326		help from 4 Freeze Bananas	
Sat Mar 05 18:43:33 +0000 2011	giner8bean	sliced	325	iPhone		27 succulent oranges
Sat Mar 05 18:44:45 +0000 2011	ayhaze	scored	594		help from 3 Score x2 Bananas	
Sat Mar 05 18:45:12 +0000 2011	Riyanoir	sliced	468	iPhone		27 lush apples
Sat Mar 05 18:49:02 +0000 2011	myplay135	scored	355		help from 4 Frenzy Bananas	
Sat Mar 05 18:53:26 +0000 2011	mad_bored	scored	435		help from 2 Freeze Bananas	
Sat Mar 05 18:55:04 +0000 2011	MICO_	scored	353		help from a Frenzy Banana	
Sat Mar 05 18:55:19 +0000 2011	YAL7	scored	500		help from 3 Frenzy Bananas	
